family_name,group_name,n_days,actual_total,pred_total,signed_bias,bias_ratio,segment_wrmsse,weight_sum,weighted_contribution,model,fold
weekday,Wednesday,8,13592.0,12174.564285714283,-1417.435714285717,0.895715441856554,0.5621420989517256,1.0,0.5621420989517256,recent21_28_56_w35_45_20_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,13761.285714285712,169.28571428571195,1.0124548053476834,0.5629667538122227,1.0,0.5629667538122227,recent56_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,11691.642857142857,-1900.3571428571431,0.8601856133860254,0.5639627561417925,1.0,0.5639627561417925,recent21_28_w50_50_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,11387.059523809525,-2204.9404761904752,0.8377765982790998,0.5644750018318496,1.0,0.5644750018318496,recent18_21_28_w35_50_15_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,12381.571428571433,-1210.428571428567,0.9109455141679983,0.5646907279812732,1.0,0.5646907279812732,recent28_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,11511.33333333333,-2080.6666666666697,0.8469197567196388,0.5652429534496047,1.0,0.5652429534496047,recent18_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,10945.27142857143,-2646.72857142857,0.8052730597830657,0.5654709352273476,1.0,0.5654709352273476,recent14_18_21_w20_45_35_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,11001.714285714288,-2590.285714285712,0.8094257126040529,0.5655195283588031,1.0,0.5655195283588031,recent21_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,9572.857142857143,-4019.142857142857,0.7043008492390482,0.5694945608838646,1.0,0.5694945608838646,recent14_sunday0,seasonal_2024
weekday,Wednesday,8,13592.0,0.0,-13592.0,0.0,0.7227630633193489,1.0,0.7227630633193489,zero,seasonal_2024
